id,carat,cut,color,clarity,depth,table,price
25112,2.01,2,5,2,62.9,55.0,12606
25113,0.7,4,2,2,61.5,58.0,2373
25114,0.9,1,4,2,63.8,56.0,2732
25115,0.3,2,4,2,61.9,57.0,450
25116,0.4,4,1,3,63.5,56.0,798
25117,1.54,3,0,2,63.0,59.0,13316
25118,1.24,4,5,4,61.4,63.0,5444
25119,0.88,2,5,2,62.4,55.0,3264
25120,0.3,3,0,4,61.6,57.0,979
25121,1.0,3,2,5,60.7,58.0,6899
25122,1.01,3,1,3,62.9,59.0,4688
25123,0.98,3,5,0,62.5,60.0,2064
25124,0.41,4,3,4,60.0,61.0,899
25125,0.29,2,1,7,61.9,56.0,815
25126,0.41,4,1,3,63.0,57.0,638
25127,2.53,3,6,3,62.6,57.0,16934
25128,0.3,3,4,6,61.1,61.0,819
25129,0.4,4,1,2,62.8,59.0,737
25130,0.59,2,1,2,62.4,55.0,1789
25131,0.4,3,3,2,59.4,60.0,870
25132,1.28,4,2,2,63.0,56.0,6566
25133,0.58,4,4,5,61.2,55.8,1633
25134,0.3,2,1,5,61.3,57.0,658
25135,0.5,2,2,4,62.1,55.0,1731
25136,1.2,1,5,2,63.9,56.0,5211
25137,0.34,3,3,2,59.7,59.0,507
25138,1.08,3,3,3,63.0,54.0,4124
25139,0.4,1,3,4,63.4,56.0,783
25140,0.47,4,5,5,63.2,56.0,935
25141,0.3,2,2,6,62.0,54.2,854
25142,1.09,3,4,5,61.4,58.0,5677
25143,0.31,4,4,2,58.7,60.0,435
25144,0.74,2,5,7,62.3,55.0,2761
25145,1.18,2,1,3,60.8,57.0,4885
25146,0.54,4,2,5,59.5,58.0,1662
25147,1.22,3,2,5,63.0,60.0,7154
25148,0.71,4,6,4,62.4,58.0,2061
25149,0.71,1,3,2,62.3,56.0,2251
25150,1.54,1,6,0,61.7,60.0,4492
25151,0.77,1,2,4,59.3,56.0,3393
25152,1.32,2,3,5,61.1,57.0,9408
25153,1.02,3,3,2,60.8,58.0,4718
25154,1.07,2,1,7,61.7,57.0,10104
25155,1.02,3,2,2,58.4,59.0,4855
25156,1.48,4,4,2,62.5,59.0,8815
25157,0.5,4,6,2,63.3,60.0,963
25158,0.85,3,5,0,59.6,58.0,1796
25159,1.52,2,6,2,61.9,57.0,7491
25160,0.59,3,3,2,59.8,58.0,1355
25161,0.78,4,2,4,63.3,56.0,3563
25162,0.24,1,2,1,65.1,58.0,492
25163,0.77,2,5,7,62.1,55.0,2598
25164,1.0,1,1,3,63.5,56.0,4620
25165,0.42,2,3,4,61.4,56.0,984
25166,0.7,4,2,5,62.3,58.0,2812
25167,2.03,3,4,5,62.6,59.0,17975
25168,0.3,2,2,5,60.4,56.0,776
25169,0.4,0,3,2,59.9,67.0,960
25170,0.54,3,0,5,61.6,55.0,1913
25171,0.37,3,1,5,61.0,59.0,811
25172,1.21,3,3,5,62.2,58.0,7320
25173,0.36,2,1,4,60.8,55.0,767
25174,1.11,4,1,3,62.8,55.0,4914
25175,0.3,2,2,5,62.1,53.6,601
25176,0.32,2,2,4,61.3,56.0,900
25177,0.53,1,1,3,63.2,54.0,1141
25178,0.7,2,3,7,60.8,56.0,3205
25179,0.9,3,3,5,60.6,61.0,4079
25180,0.3,4,3,6,63.1,56.0,1013
25181,0.41,2,2,7,60.6,57.0,1192
25182,0.71,4,5,4,63.1,57.0,2202
25183,0.55,2,2,3,62.3,57.0,1175
25184,0.7,3,3,2,62.2,58.0,2106
25185,1.64,4,1,2,61.8,59.0,12779
25186,0.5,2,3,7,62.7,55.0,1836
25187,1.0,0,6,5,65.7,59.0,2811
25188,0.42,4,1,4,62.9,57.0,1005
25189,0.7,4,3,3,62.6,56.0,2058
25190,0.27,4,1,6,60.0,58.0,544
25191,0.31,4,1,2,63.1,55.0,698
25192,0.9,2,6,4,62.1,57.0,3418
25193,0.72,2,3,4,61.8,56.0,3478
25194,1.11,3,5,5,58.3,60.0,4744
25195,1.6,1,1,2,63.6,58.0,12467
25196,0.55,2,1,2,61.7,57.0,1551
25197,0.3,3,3,4,62.0,60.0,776
25198,0.71,4,1,5,62.4,57.0,2759
25199,0.59,4,2,2,62.4,59.0,1452
25200,1.51,3,4,2,60.7,59.0,10020
25201,0.45,1,0,5,63.7,61.0,1197
25202,0.5,2,1,5,62.0,56.0,1676
25203,0.51,2,3,6,62.8,53.0,1810
25204,0.9,1,2,5,63.1,57.0,4370
25205,1.0,3,0,4,62.2,55.0,8333
25206,0.76,3,2,2,60.3,58.0,2607
25207,0.31,2,0,2,62.1,56.0,571
25208,0.78,3,6,2,63.0,60.0,1954
25209,0.73,2,1,5,61.7,57.0,3470
25210,0.72,2,5,4,62.4,55.0,2868
25211,1.26,2,3,4,61.6,56.0,9078
25212,1.58,4,1,2,62.9,59.0,12844
25213,1.13,3,4,2,61.2,59.0,4689
25214,0.4,3,2,2,62.2,57.0,945
25215,0.32,4,1,5,61.3,57.0,656
25216,1.51,3,2,5,62.5,58.0,14294
25217,1.18,3,1,3,62.5,60.0,5181
25218,0.4,1,1,2,63.5,56.0,737
25219,1.01,3,6,0,60.7,59.0,2488
25220,1.7,3,5,5,61.4,59.0,11519
25221,0.4,2,6,5,62.6,57.0,599
25222,0.3,2,2,5,61.8,57.0,776
25223,0.32,3,1,2,62.3,58.0,720
25224,0.73,2,3,7,62.1,56.0,3396
25225,1.03,3,4,2,61.9,58.0,4932
25226,0.3,2,2,2,62.3,53.9,499
25227,0.56,2,3,1,62.0,56.0,2399
25228,1.26,1,6,5,63.2,57.3,5211
25229,1.57,3,5,5,62.2,59.0,9478
25230,1.27,4,5,0,60.2,62.0,3665
25231,0.3,3,2,2,61.7,59.0,641
25232,1.0,3,1,5,62.9,59.0,6359
25233,0.33,2,0,2,62.4,54.0,608
25234,0.31,3,2,5,62.4,58.0,802
25235,1.0,4,1,2,63.4,58.0,4805
25236,1.62,2,5,5,62.1,55.0,10501
25237,1.07,3,1,3,61.3,59.0,5033
25238,0.62,4,5,7,61.3,58.8,1615
25239,0.35,1,0,2,63.3,56.0,601
25240,0.67,0,5,5,57.2,70.0,1436
25241,1.5,2,5,4,61.3,57.0,10080
25242,0.23,4,1,6,63.3,57.0,485
25243,0.5,1,0,2,63.7,56.0,1436
25244,1.02,4,2,2,62.5,57.0,4948
25245,0.23,4,2,6,60.7,55.0,525
25246,1.09,2,3,0,61.0,56.0,3549
25247,1.52,2,0,5,62.1,58.0,15922
25248,0.53,2,1,5,62.0,55.0,1727
25249,1.45,3,4,4,60.6,60.0,8550
25250,0.9,3,1,3,60.4,59.0,3856
25251,0.7,2,1,3,62.9,56.0,2100
25252,0.41,2,0,4,61.1,56.0,1427
25253,0.5,2,3,5,62.2,54.1,1601
25254,0.7,4,3,4,63.0,60.0,2812
25255,0.27,2,5,7,61.2,56.0,587
25256,1.07,2,4,0,62.1,55.0,3412
25257,0.33,2,2,1,60.8,55.0,1240
25258,0.31,2,5,2,63.0,57.0,523
25259,1.14,3,3,2,62.3,59.0,5548
25260,0.3,2,2,5,61.4,57.0,776
25261,0.68,1,2,2,61.2,61.0,1924
25262,0.31,4,3,4,62.8,58.0,625
25263,0.42,2,1,6,62.1,55.0,1400
25264,0.48,4,1,2,62.7,58.5,1349
25265,0.36,3,3,2,61.8,59.0,537
25266,0.42,2,2,4,61.4,57.0,1103
25267,1.5,2,2,2,61.8,56.0,12389
25268,1.0,3,2,5,61.9,59.0,5606
25269,0.34,2,2,5,62.1,55.0,686
25270,2.31,4,6,5,59.7,60.0,14830
25271,1.08,2,5,5,61.9,57.0,5172
25272,0.34,2,4,4,62.3,55.0,596
25273,1.53,4,3,7,62.5,57.0,15466
25274,1.13,3,1,3,60.4,59.0,5316
25275,1.0,1,3,7,63.1,58.0,7453
25276,0.9,0,4,2,61.4,61.0,3282
25277,0.5,1,2,5,57.8,63.0,1279
25278,1.01,2,1,4,61.6,57.0,7430
25279,2.5,0,2,3,65.8,58.0,17405
25280,0.51,3,2,5,60.7,59.0,1402
25281,1.52,4,0,3,61.2,63.0,9030
25282,0.54,2,3,4,61.7,56.0,1809
25283,0.92,2,4,1,62.5,55.0,5758
25284,0.72,4,3,2,62.8,59.0,2265
25285,0.5,0,1,4,56.1,64.0,1950
25286,1.5,3,4,3,61.4,62.0,7187
25287,0.3,2,0,5,62.3,56.0,911
25288,0.24,4,1,4,62.5,55.0,412
25289,0.31,3,2,6,59.4,58.0,766
25290,0.61,2,1,5,61.4,56.0,2434
25291,0.71,3,3,2,58.9,62.0,2450
25292,0.32,2,0,2,60.9,55.0,715
25293,1.53,3,2,5,62.2,58.0,13423
25294,0.76,2,6,5,61.8,54.0,2026
25295,0.58,2,1,3,62.4,58.0,1359
25296,1.04,2,3,4,61.5,56.0,7294
25297,0.53,1,5,2,61.3,62.0,1033
25298,0.34,2,3,4,61.4,56.0,657
25299,1.51,3,3,4,62.6,60.0,14375
25300,0.66,1,3,4,61.6,61.0,2139
25301,1.3,2,4,6,62.8,55.2,9232
25302,0.9,1,2,2,63.6,55.0,4712
25303,0.4,4,0,5,63.3,58.0,845
25304,1.02,2,2,1,62.0,58.0,11116
25305,1.5,2,3,2,62.0,56.0,11079
25306,1.14,3,5,4,60.3,57.0,5148
25307,1.02,4,5,4,62.2,60.0,5302
25308,1.05,4,3,3,61.6,60.0,4241
25309,1.19,3,4,3,61.5,58.0,3998
25310,1.23,3,4,5,59.5,59.0,7431
25311,0.33,4,4,4,60.0,61.0,579
25312,0.41,2,1,4,62.2,55.0,1030
25313,1.27,4,4,5,62.6,57.0,7715
25314,0.32,3,4,5,61.9,58.0,648
25315,0.7,4,5,2,63.8,59.0,1890
25316,0.7,4,3,3,58.2,63.0,1966
25317,0.42,3,4,5,62.1,57.0,992
25318,0.39,3,3,2,62.4,58.0,878
25319,2.1,0,3,0,67.4,59.0,6597
25320,1.01,0,0,5,59.1,68.0,5797
25321,1.01,3,4,6,60.5,57.0,4955
25322,0.8,2,2,4,62.2,56.0,4362
25323,0.31,1,3,4,63.2,56.0,625
25324,0.31,2,4,2,61.4,55.0,573
25325,0.33,2,2,1,61.2,56.0,957
25326,0.74,0,1,2,66.0,56.0,2069
25327,1.0,4,2,3,59.9,61.0,4255
25328,0.73,4,4,4,61.4,58.0,2557
25329,0.41,1,2,2,63.5,56.0,705
25330,0.52,2,1,5,60.9,57.0,1815
25331,1.05,2,5,5,60.3,57.0,5697
25332,0.54,4,0,5,60.7,57.0,2113
25333,1.06,2,4,2,61.4,55.0,5194
25334,0.3,4,4,7,63.1,60.0,776
25335,1.51,2,3,4,61.6,56.0,14674
25336,0.6,3,4,2,62.0,56.0,1433
25337,0.3,2,3,7,62.9,55.0,819
25338,1.41,3,3,4,62.1,59.0,11347
25339,0.5,4,2,5,61.4,59.0,1615
25340,0.4,4,2,2,62.2,57.0,737
25341,0.41,2,1,4,62.3,57.0,1153
25342,1.91,4,2,2,62.2,54.0,17509
25343,0.27,4,0,4,62.2,58.0,413
25344,1.12,2,1,4,61.3,56.0,8991
25345,0.26,2,4,7,62.5,54.0,508
25346,0.9,0,5,6,63.5,57.0,4194
25347,1.01,3,4,3,63.0,59.0,3671
25348,1.21,2,2,6,61.1,57.0,12556
25349,1.52,1,1,0,57.3,58.0,3105
25350,1.7,4,4,5,61.8,59.0,12257
25351,0.42,2,1,3,62.4,55.0,898
25352,2.02,4,6,3,63.5,57.0,11475
25353,0.34,2,1,2,62.7,55.0,596
25354,0.42,3,3,2,62.7,59.0,920
25355,0.4,4,5,2,63.2,55.0,765
25356,2.27,3,4,3,60.7,59.0,15783
25357,0.74,2,3,3,61.7,56.0,2690
25358,1.06,1,3,5,63.1,59.0,6212
25359,0.71,2,3,4,62.4,57.0,2950
25360,1.5,4,1,2,60.5,63.0,10046
25361,0.71,4,5,2,61.5,58.0,2141
25362,0.65,2,6,2,61.4,55.0,1276
25363,0.39,2,3,6,62.0,56.0,978
25364,0.4,2,2,6,61.7,57.0,1446
25365,1.09,3,4,3,62.0,57.0,4700
25366,0.57,2,3,4,61.6,55.0,1815
25367,1.14,0,6,3,64.4,55.0,3403
25368,1.01,2,3,7,60.9,56.0,8029
25369,0.81,2,2,4,61.5,55.0,3933
25370,0.35,2,0,5,62.4,55.0,1063
25371,1.01,2,1,5,61.6,57.0,7198
25372,0.51,4,6,5,58.0,62.0,1008
25373,0.32,4,3,4,61.2,62.0,602
25374,0.91,2,2,3,60.9,57.0,3588
25375,0.53,3,2,2,60.9,59.0,1428
25376,0.39,4,0,5,60.2,59.0,958
25377,1.5,3,1,3,63.0,59.0,9072
25378,1.01,2,0,5,59.8,56.0,6999
25379,2.07,3,4,3,59.6,60.0,11094
25380,1.24,2,2,4,60.9,54.0,10138
25381,1.02,2,2,7,61.1,56.3,9521
25382,0.36,3,2,2,60.3,58.0,770
25383,1.08,2,6,3,61.8,57.0,3537
25384,0.22,3,0,5,59.3,62.0,404
25385,0.31,2,2,7,61.2,56.0,716
25386,0.71,1,4,2,63.5,57.0,2096
25387,0.56,2,3,4,61.0,56.0,2230
25388,1.0,3,0,7,61.6,60.0,10046
25389,0.9,4,0,4,63.4,58.0,5511
25390,0.4,4,0,5,59.6,58.0,851
25391,0.44,4,2,4,61.2,61.0,1081
25392,0.57,2,1,6,62.3,53.5,2632
25393,1.27,2,3,3,58.8,56.0,4936
25394,1.52,2,5,5,62.1,59.0,9465
25395,1.7,2,4,2,62.2,53.0,9425
25396,1.52,3,6,4,62.5,58.0,9014
25397,0.3,4,4,4,61.9,55.0,541
25398,0.41,3,2,5,62.6,58.0,1107
25399,0.42,2,3,2,62.5,56.0,945
25400,0.57,2,4,5,61.6,57.0,1655
25401,0.76,3,6,5,59.9,59.0,2052
25402,0.81,4,5,4,63.2,59.0,2655
25403,0.51,4,4,5,63.5,60.0,1268
25404,1.06,2,2,1,61.0,57.0,11195
25405,1.02,1,0,2,64.3,54.0,4558
25406,0.32,3,0,5,61.7,59.0,758
25407,0.38,2,4,6,61.1,56.0,949
25408,0.92,1,0,2,63.1,58.0,4158
25409,1.0,2,1,3,62.9,55.0,4808
25410,1.7,4,4,3,60.8,56.0,10255
25411,0.74,2,3,7,62.2,57.0,3462
25412,0.4,1,6,5,64.0,57.0,591
25413,0.54,2,3,4,61.9,54.0,1847
25414,1.36,2,3,2,60.9,56.0,8977
25415,1.51,2,3,2,61.1,57.0,11465
25416,1.03,2,2,4,60.7,56.0,7296
25417,1.58,2,5,5,61.1,55.0,10338
25418,0.5,2,6,5,62.5,53.0,915
25419,1.01,2,3,5,61.4,58.0,6618
25420,0.31,4,5,4,62.8,57.0,489
25421,0.26,4,3,4,61.9,56.0,418
25422,0.41,2,2,4,61.3,55.0,1076
25423,0.33,2,2,1,61.5,55.0,1042
25424,0.4,2,0,4,61.3,54.0,1053
25425,0.25,4,0,7,61.3,59.0,575
25426,0.33,3,2,2,60.9,59.0,550
25427,1.05,2,4,5,61.7,57.0,5728
25428,0.23,4,2,7,59.3,57.0,530
25429,0.5,2,3,6,62.2,54.0,1883
25430,0.39,3,0,5,61.3,58.0,1024
25431,0.93,4,2,2,58.8,60.0,4081
25432,0.33,2,3,7,61.6,54.0,730
25433,1.12,4,1,2,58.8,61.0,5447
25434,1.0,1,2,2,57.9,62.0,4961
25435,0.54,2,0,6,61.4,58.0,3139
25436,0.59,3,3,2,60.5,59.0,1437
25437,0.73,2,5,7,62.3,55.0,2496
25438,0.3,4,1,4,63.0,57.0,568
25439,0.74,3,2,3,59.6,58.0,2328
25440,0.32,2,5,4,61.4,55.3,529
25441,1.36,3,5,3,62.7,58.0,5963
25442,1.31,3,5,2,63.0,57.0,5869
25443,1.0,0,3,5,64.5,58.0,5161
25444,0.64,2,0,5,60.7,59.0,2224
25445,0.51,4,5,3,60.5,56.0,1105
25446,0.79,1,5,2,63.9,55.0,2095
25447,0.73,2,3,4,60.9,59.0,3459
25448,1.51,3,2,2,60.6,61.0,11957
25449,0.72,4,1,2,57.9,58.0,2610
25450,0.9,1,3,3,58.5,61.0,3350
25451,0.95,4,4,3,59.0,59.0,3335
25452,0.39,4,0,7,63.0,57.0,1232
25453,0.32,2,3,3,62.5,55.0,421
25454,0.93,4,0,3,60.6,59.0,4214
25455,0.34,2,5,2,61.9,56.0,469
25456,1.5,3,1,3,61.0,58.0,9450
25457,1.04,2,4,3,62.1,56.0,4484
25458,0.52,3,2,3,61.7,58.0,1111
25459,1.05,2,2,3,60.3,55.0,4987
25460,1.5,3,4,2,62.7,58.0,9768
25461,0.92,3,3,3,59.4,62.0,3555
25462,0.58,2,1,4,61.8,57.0,2046
25463,0.32,3,3,5,62.0,58.0,720
25464,0.3,4,3,5,63.1,58.0,630
25465,0.46,2,5,4,62.0,54.0,997
25466,0.25,4,4,6,61.6,56.0,467
25467,0.38,2,1,5,61.9,57.0,751
25468,0.71,2,5,6,62.3,56.0,2606
25469,0.7,4,2,5,62.9,56.0,2400
25470,0.71,2,2,5,61.2,56.0,3116
25471,1.11,1,2,2,63.1,56.0,5769
25472,1.18,2,3,7,62.2,54.0,9252
25473,1.2,4,6,2,61.4,59.0,4752
25474,0.35,3,2,5,62.1,60.0,706
25475,1.86,3,4,3,62.3,57.0,11520
25476,0.3,2,5,7,62.0,56.0,515
25477,0.3,2,3,1,62.2,55.0,863
25478,0.33,2,4,7,61.9,55.0,854
25479,0.3,4,1,3,58.8,60.0,393
25480,0.9,3,1,2,59.0,59.0,3508
25481,0.53,2,1,6,61.5,54.0,3352
25482,0.4,4,2,4,60.9,61.0,851
25483,1.01,2,3,5,59.6,59.0,6295
25484,0.9,4,3,5,62.5,58.0,4369
25485,0.41,2,0,3,62.3,57.0,876
25486,0.28,2,3,6,61.8,55.0,650
25487,0.4,4,3,2,61.1,61.0,702
25488,0.73,2,0,3,62.4,56.0,2707
25489,0.32,4,2,5,61.1,58.0,645
25490,0.41,4,2,2,63.2,59.0,969
25491,0.27,2,1,7,61.9,56.0,760
25492,0.31,3,4,6,62.1,58.0,907
25493,1.01,1,2,2,63.5,59.0,4899
25494,0.4,4,3,2,61.7,61.0,673
25495,0.38,3,3,2,62.4,59.0,855
25496,1.67,2,4,4,61.8,56.0,14014
25497,1.28,2,3,3,61.4,57.0,5888
25498,0.38,4,0,7,63.8,57.0,1030
25499,0.33,2,2,6,61.3,55.0,893
25500,2.01,1,4,2,56.7,58.0,13929
25501,2.29,3,4,3,62.5,58.0,17666
25502,0.37,4,5,7,60.9,58.0,714
25503,0.92,1,1,2,63.2,58.0,4258
25504,1.06,4,5,2,62.8,56.0,4255
25505,0.7,1,0,6,61.0,61.0,4407
25506,0.77,4,3,2,63.2,57.0,2586
25507,0.36,4,0,4,59.0,57.0,832
25508,0.41,2,4,6,61.4,56.0,1115
25509,0.39,2,6,2,61.0,56.0,568
25510,0.87,4,6,2,63.1,60.0,2379
25511,1.54,3,2,2,60.9,59.0,11897
25512,0.38,2,1,4,62.7,55.0,1000
25513,1.53,4,3,4,60.3,59.0,13228
25514,0.41,4,2,3,60.8,58.0,647
25515,1.32,0,2,6,58.0,66.0,12648
25516,1.61,4,6,2,61.7,60.0,7695
25517,0.31,2,0,7,61.6,56.0,766
25518,1.07,2,3,5,61.1,59.0,6324
25519,1.0,1,3,5,63.0,58.0,5723
25520,1.0,4,2,6,61.7,57.0,9492
25521,0.34,2,0,5,62.5,57.0,805
25522,0.56,2,0,5,61.1,56.0,1963
25523,0.46,4,0,5,61.2,57.0,1321
25524,0.55,3,0,2,61.9,60.0,1815
25525,2.32,1,6,2,60.3,61.0,13654
25526,0.4,2,5,2,61.6,56.0,765
25527,0.4,2,1,7,61.7,55.0,1238
25528,2.04,1,2,3,64.0,57.0,14936
25529,0.3,4,0,2,61.3,60.0,552
25530,0.34,2,1,6,62.2,56.0,1014
25531,0.91,4,1,5,61.6,58.0,4823
25532,1.23,3,3,4,61.3,58.0,8919
25533,0.71,2,1,7,61.2,57.0,4030
25534,0.54,3,2,3,60.0,60.0,1240
25535,1.22,3,5,4,61.1,58.0,6121
25536,2.04,2,6,2,62.6,55.0,12696
25537,0.54,2,3,2,61.7,55.0,1187
25538,0.38,2,1,6,61.9,53.7,1245
25539,0.31,3,2,5,62.9,59.0,802
25540,0.26,2,0,7,62.5,56.0,769
25541,1.52,3,3,4,62.4,58.0,13034
25542,1.2,3,3,2,62.3,59.0,6586
25543,0.52,3,3,4,62.4,59.0,1815
25544,0.54,3,3,4,61.1,59.0,1754
25545,1.0,3,4,3,61.3,58.0,3920
25546,1.2,4,3,3,62.5,57.0,5250
25547,1.13,2,3,4,61.5,56.0,8051
25548,2.06,3,5,3,62.7,60.0,13198
25549,0.36,2,4,4,61.5,55.0,651
25550,0.51,2,0,5,61.0,57.0,1832
25551,1.0,1,4,5,62.7,54.0,4569
25552,0.34,3,0,2,62.7,59.0,626
25553,0.32,3,3,7,62.6,58.0,936
25554,1.0,1,1,2,59.8,65.0,4213
25555,0.73,2,3,2,62.5,55.0,2351
25556,0.39,4,1,7,59.5,58.0,1054
25557,0.72,2,0,5,61.8,56.0,4082
25558,1.03,3,4,5,63.0,59.0,5364
25559,1.02,2,4,2,60.8,58.0,5251
25560,1.19,4,6,2,60.0,57.0,5390
25561,1.11,0,4,2,65.7,61.0,5178
25562,0.7,2,2,3,60.1,57.0,2163
25563,0.31,3,4,4,62.8,58.0,698
25564,1.23,2,4,2,62.3,57.0,6046
25565,2.01,1,4,2,62.8,59.0,14968
25566,0.28,2,4,6,62.0,55.0,586
25567,1.26,4,4,5,63.1,58.0,5849
25568,0.92,1,5,5,59.6,61.0,3785
25569,0.4,2,3,6,62.4,57.0,1200
25570,0.51,2,1,2,61.5,55.0,1649
25571,1.01,4,1,2,64.1,56.0,5479
25572,0.5,4,1,2,63.3,59.0,1415
25573,0.3,2,0,5,61.5,55.0,710
25574,1.1,2,4,2,62.2,55.0,5636
25575,1.51,4,1,5,62.4,58.0,13623
25576,1.52,2,6,2,61.9,57.0,7356
25577,0.78,0,1,3,66.9,57.0,2721
25578,0.41,1,5,7,63.1,56.0,827
25579,0.54,2,3,3,61.8,55.0,1028
25580,1.75,2,4,5,62.2,56.3,14033
25581,0.72,4,3,2,62.8,60.0,2396
25582,1.02,2,2,3,60.7,56.0,4541
25583,0.7,3,6,5,61.2,60.0,1843
25584,0.8,4,4,4,62.7,56.0,3144
25585,1.02,3,2,3,60.4,60.0,4238
25586,0.5,2,6,5,61.6,56.0,1188
25587,0.36,3,6,2,61.6,60.0,410
25588,0.71,2,5,7,60.6,57.0,2463
25589,1.51,2,4,4,62.5,54.0,12071
25590,0.44,2,0,4,61.6,56.0,1235
25591,2.03,4,5,3,62.2,54.0,14239
25592,1.75,3,0,3,60.6,60.0,13363
25593,0.52,3,0,5,61.8,58.0,1868
25594,1.5,0,6,0,68.8,57.0,4284
25595,0.35,3,0,3,62.3,58.0,522
25596,1.04,2,1,7,61.0,57.0,9901
25597,0.33,3,5,1,62.1,58.0,694
25598,1.31,3,4,5,59.8,58.0,7732
25599,0.5,1,1,3,63.7,55.0,1077
25600,0.36,3,1,5,59.3,59.0,789
25601,1.04,1,2,3,63.1,60.0,4427
25602,0.3,2,1,7,61.7,57.0,789
25603,0.3,0,0,7,65.2,59.0,772
25604,0.3,3,5,7,61.0,60.0,675
25605,1.09,4,3,4,62.5,58.0,7378
25606,0.33,3,3,4,61.8,59.0,854
25607,0.35,4,4,2,61.0,62.0,491
25608,0.36,2,3,4,62.3,57.0,678
25609,1.01,3,3,7,58.5,59.0,6670
25610,1.02,2,1,6,61.3,57.0,11128
25611,0.39,1,3,5,63.8,59.0,787
25612,1.25,2,0,5,62.6,56.0,9933
25613,0.51,2,1,5,61.8,57.0,1781
25614,1.07,2,6,5,61.6,56.0,4686
25615,0.5,4,1,0,63.1,61.0,720
25616,0.32,1,5,4,63.1,56.0,505
25617,2.2,4,4,5,63.3,58.0,16239
25618,1.52,1,5,2,64.0,58.0,9295
25619,0.3,2,0,3,62.1,57.0,574
25620,0.79,2,0,2,61.5,56.0,2846
25621,1.3,2,2,3,62.2,56.0,6559
25622,0.27,2,5,4,61.9,54.0,432
25623,0.7,2,5,7,62.4,53.6,2487
25624,0.3,3,5,4,60.3,58.0,473
25625,1.04,3,4,3,61.5,59.0,4368
25626,0.47,2,1,4,61.8,53.0,1721
25627,0.3,3,4,6,62.0,59.0,878
25628,0.5,2,5,7,61.2,56.0,1367
25629,0.32,2,0,5,62.3,57.0,972
25630,0.41,2,2,7,61.7,56.0,1115
25631,1.0,4,5,3,62.4,63.0,3217
25632,0.9,4,4,3,59.2,61.0,3160
25633,0.4,2,1,5,62.6,57.0,1038
25634,1.35,2,3,4,62.7,57.0,10656
25635,0.35,2,2,1,60.7,57.0,1073
25636,1.13,2,2,5,61.8,54.0,7756
25637,0.56,2,3,5,60.6,57.0,1580
25638,0.34,4,1,2,63.4,55.0,714
25639,1.01,0,1,3,64.7,55.0,4118
25640,0.41,2,2,7,61.9,55.0,1192
25641,0.3,3,0,5,62.5,59.0,911
25642,1.53,3,4,5,59.8,58.0,10224
25643,0.51,2,2,2,60.0,57.0,1406
25644,0.3,2,1,7,62.0,56.0,742
25645,0.5,3,0,2,59.1,61.0,1215
25646,0.72,3,0,2,60.4,59.0,2691
25647,2.15,2,5,3,61.7,55.0,14519
25648,0.71,2,1,2,59.9,56.0,2704
25649,1.17,3,4,2,62.5,57.0,5751
25650,0.32,4,0,2,62.8,56.0,589
25651,1.5,3,4,2,59.2,62.0,9576
25652,1.1,3,3,5,61.2,62.0,6653
25653,1.51,3,2,5,62.2,60.0,13474
25654,1.26,4,5,4,59.2,60.0,6855
25655,0.57,2,3,6,60.9,56.0,2612
25656,1.52,2,5,1,62.2,57.0,10609
25657,0.31,4,1,2,63.2,59.0,698
25658,1.01,4,0,4,63.1,56.0,7785
25659,0.9,2,5,2,62.3,57.0,3455
25660,0.57,4,0,3,62.9,57.0,1413
25661,0.9,1,3,2,64.2,58.0,3250
25662,0.31,4,2,5,61.4,62.0,625
25663,0.91,4,5,5,63.0,58.0,3340
25664,1.02,1,2,4,57.9,59.0,7197
25665,1.51,3,3,2,60.4,58.0,10655
25666,0.52,3,1,3,61.1,57.0,1088
25667,1.52,2,2,5,62.9,53.0,15792
25668,0.44,3,1,5,62.3,59.0,1073
25669,0.52,2,0,2,62.2,54.0,1429
25670,0.36,2,2,4,61.5,55.0,803
25671,0.56,2,1,5,61.9,55.0,1819
25672,0.54,2,5,5,61.9,56.0,1260
25673,0.7,4,1,5,62.6,56.0,2513
25674,0.7,2,6,4,61.6,57.0,1657
25675,2.51,2,4,3,62.0,57.0,17162
25676,1.94,3,2,2,62.6,58.0,18735
25677,2.09,4,2,3,62.5,60.0,16210
25678,1.01,2,3,5,61.9,56.0,6439
25679,0.52,2,4,6,62.1,53.8,1767
25680,0.4,4,1,2,62.2,62.0,687
25681,0.25,2,3,4,62.3,53.0,460
25682,0.32,2,3,6,61.4,57.0,814
25683,1.72,1,0,3,63.4,62.0,12248
25684,0.36,2,0,4,61.8,55.0,1002
25685,0.51,2,0,4,61.9,57.0,2177
25686,0.37,4,3,5,61.2,57.0,649
25687,0.9,0,1,5,65.2,61.0,3875
25688,2.02,4,4,3,59.9,55.0,15851
25689,0.56,2,2,7,62.3,54.0,2281
25690,0.93,1,3,3,64.5,56.3,3425
25691,0.43,0,4,2,62.7,66.0,984
25692,0.7,2,2,2,62.6,56.0,2200
25693,1.16,3,0,0,61.8,59.0,3644
25694,0.7,2,1,2,62.4,55.0,2407
25695,0.61,2,0,5,62.0,56.0,2202
25696,0.53,4,2,5,59.2,58.0,1693
25697,1.57,3,3,2,59.5,58.0,10914
25698,1.15,2,0,5,58.5,57.0,8114
25699,0.31,2,4,7,62.3,55.0,625
25700,0.6,4,3,2,63.1,57.0,1565
